filename,Page,sentence
Advantages of mixed-age free play in elementary.pdf,11,For example: one of the older kids played with me even one of the older kids she sin second grade shes seven.
Advantages of mixed-age free play in elementary.pdf,11,kindergarten er sometimes i go and play with the little kids and i like playing with them because they remy friends and theyre really nice to me
Advantages of mixed-age free play in elementary.pdf,11,fifth grade r i felt lonely but it was okay because i actually had little kids to play with
Advantages of mixed-age free play in elementary.pdf,11,fifth grade r Children enjoyed the opportunities to establish new friendships friendships thatwould not likely be established within an age segregated model.
Advantages of mixed-age free play in elementary.pdf,11,when children were asked how they felt when a bigger child played with them many seemed to find the question difficult to answer.
Advantages of mixed-age free play in elementary.pdf,11,"Of the 20 students who did answer this question, the most common response was a brief ‘good’ (8 students or 40%)."
Advantages of mixed-age free play in elementary.pdf,11,"Interest- ingly, four students (20%) talked about liking the challenge of playing with older chil- dren."
Advantages of mixed-age free play in elementary.pdf,11,"For example, one fourth grader stated that ‘it feels like I’m more grown up and I table 1 reports from child interviews about whether child has played with older and younger kids"
Advantages of mixed-age free play in elementary.pdf,11,Grade played with older kids played with younger kids N K 3 – 6 (50.0%) 1 3 2 6 (50.0%) (33.3%) 2 4 3 6 (66.7%) (50.0%) 3 6 6 6 (100%) (100%) 4 8 11 12 (66.7%) (91.7%) 5 – 10 11 (90.9%) Total 24 32 47 (66.7%of36 7805of41 k4th graders 1st5th graders
Advantages of mixed-age free play in elementary.pdf,12,"international journal of play 85 feel like it’s more of a challenge for me when I’m playing a game.’ Similarly, a second- grader noted that she liked playing with older children ‘cause it’s more challeng y These children are pushing themselves socially and developmentally scaffolding their learning as they play with the older children and the older children are sometimes pur pose fully helping with this scaffolding four older children in the study reported teaching younger children games, as one fifth grader relayed ‘I’ll help them keep score and I’ll teach them how to play.’ older children in the study took on greater leadership roles when playing with younger children not only did they teach children games as discussed above but a few also reported encouraging kids in their play for example one fourth grade r discussed playing a game with a younger boy we let him take a free shot hes a little kindergarten er and he scored we let him score we all jumped on him and like yay it made him happy a total of five children explicitly discussed playing with younger kids making them happy one fifth grade r not edit made me happy that they re happy that they re playing with older kids with mixed age play older children are given the opportunity to be role models they were kind to younger chil dren and the children looked up to them this also came up in their answers to the question ‘Tell me a time that you helped a child that looked sad or left out during Play Club.’ The majority of children either did not respond to this question or said that they had never seen someone left out 9 children of 28askedofthe10 people who answered this question with an example five relayed times that they had helped someone younger than them one fifth grade r stated once there was a like a like a second grader i dont know what grade he was an duh my friends were saying…we should just not play with him because he’s little."
